"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"HIGD1A",9.10902745722237e-71,0.421308140663139,0.272,0.1,1.49041907255073e-66,"7","HIGD1A"
"HSD17B10",1.10925629464187e-70,0.351721889461278,0.321,0.121,1.81496514929303e-66,"7","HSD17B10"
"GTF3C6",1.45488224895058e-70,0.39149125687895,0.338,0.137,2.38047833573293e-66,"7","GTF3C6"
"PRDX5.1",2.32570677148311e-70,0.80436502101981,0.486,0.305,3.80532141950067e-66,"7","PRDX5"
"PSMB9.1",4.40332548204924e-70,0.455405846175809,0.599,0.383,7.20472115372897e-66,"7","PSMB9"
"PLP2",5.749701165102e-70,0.570485106703702,0.39,0.282,9.4076610463399e-66,"7","PLP2"
"TAGLN2",8.13179122230426e-70,0.921911861762875,0.472,0.327,1.33052367979342e-65,"7","TAGLN2"
"ATP5ME.1",1.07172019249068e-69,0.628267921649947,0.531,0.334,1.75354857895326e-65,"7","ATP5ME"
"LAMTOR5",1.18423020973914e-69,0.535747575317275,0.475,0.274,1.93763746917517e-65,"7","LAMTOR5"
"CD59.1",2.96086765238285e-69,0.903800252305764,0.308,0.199,4.84457165282882e-65,"7","CD59"
"PSMC5",3.58555058628482e-69,0.419408376130417,0.338,0.153,5.86667786927922e-65,"7","PSMC5"
"HNRNPA0",3.96194484174605e-69,0.453439862442373,0.482,0.281,6.48253415006489e-65,"7","HNRNPA0"
"PSMB5",4.76314852101551e-69,0.477111240191053,0.24,0.097,7.79346361008557e-65,"7","PSMB5"
"PSMD2",9.11392551078108e-69,0.481639299335701,0.229,0.085,1.491220492074e-64,"7","PSMD2"
"PTGES3",1.04237742590751e-68,0.507043603500225,0.518,0.316,1.70553794426986e-64,"7","PTGES3"
"MRPL12",1.14681624294404e-68,0.322616345842389,0.231,0.071,1.87642073670504e-64,"7","MRPL12"
"MRPL47",1.54440832357423e-68,0.324271868000656,0.258,0.092,2.52696089903216e-64,"7","MRPL47"
"NAA20",1.56716540380494e-68,0.41831016624296,0.232,0.094,2.56419603370564e-64,"7","NAA20"
"PRMT1",2.12737087718104e-68,0.447252238503646,0.267,0.125,3.48080422924362e-64,"7","PRMT1"
"LCP1.1",2.28681764706338e-68,0.430389937018683,0.482,0.27,3.74169103412511e-64,"7","LCP1"
"ZNF706.1",2.33907920381156e-68,0.519649839474603,0.407,0.236,3.82720139327647e-64,"7","ZNF706"
"SMARCB1",2.54465255917112e-68,0.320270297982177,0.281,0.095,4.16356051731579e-64,"7","SMARCB1"
"ADRM1",3.00903989857931e-68,0.426520881095264,0.301,0.134,4.92339108205547e-64,"7","ADRM1"
"PSMA1",4.20117250714069e-68,0.476369027258961,0.448,0.255,6.87395845618359e-64,"7","PSMA1"
"TRAPPC1",4.3670790498567e-68,0.472228017865918,0.492,0.284,7.14541474137554e-64,"7","TRAPPC1"
"NUDT5",5.86370535856245e-68,0.315431337841848,0.279,0.097,9.59419470767989e-64,"7","NUDT5"
"KHDRBS1",9.45898181936616e-68,0.365273391319929,0.377,0.17,1.54767860528469e-63,"7","KHDRBS1"
"NDUFS8",9.56853401260711e-68,0.406042007313107,0.381,0.178,1.56560353514278e-63,"7","NDUFS8"
"ILK",1.06338703302629e-67,0.343282715927808,0.231,0.074,1.73991386343762e-63,"7","ILK"
"SUMO3",1.3499202882953e-67,0.352706778835935,0.307,0.121,2.20873957570878e-63,"7","SUMO3"
"OLA1",1.75449166762082e-67,0.329649895843794,0.241,0.089,2.87069926656118e-63,"7","OLA1"
"BOLA3",1.84585250889785e-67,0.315356100236596,0.243,0.075,3.02018387505866e-63,"7","BOLA3"
"MDH2",2.04919040428174e-67,0.450860763759513,0.354,0.194,3.35288533948579e-63,"7","MDH2"
"VAMP8",4.24154693493511e-67,0.651669115541694,0.51,0.359,6.94001909494083e-63,"7","VAMP8"
"MOB1A",4.34783965821069e-67,0.327291986736252,0.359,0.148,7.11393524876434e-63,"7","MOB1A"
"RNPS1",5.95967136328426e-67,0.369219762624255,0.353,0.16,9.75121428460571e-63,"7","RNPS1"
"MTHFD2",6.00635426146979e-67,0.308065873183948,0.232,0.068,9.82759684261687e-63,"7","MTHFD2"
"PHB",1.01366147220931e-66,0.41362769209561,0.286,0.139,1.65855290082888e-62,"7","PHB"
"NDUFC2.1",1.135882123969e-66,0.542804246988026,0.452,0.244,1.85853033123808e-62,"7","NDUFC2"
"CHMP4B",1.14528681002815e-66,0.542974494222108,0.219,0.083,1.87391827856806e-62,"7","CHMP4B"
"ATOX1.1",1.23499907723648e-66,0.450845862112305,0.293,0.121,2.02070549017433e-62,"7","ATOX1"
"TMEM167A",3.69041947298827e-66,0.34032601808706,0.303,0.121,6.03826434170341e-62,"7","TMEM167A"
"RBMX",1.22778837591529e-65,0.392314598221175,0.458,0.235,2.00890734067259e-61,"7","RBMX"
"NHP2",1.6819900068302e-65,0.463081899541527,0.328,0.159,2.75207204917557e-61,"7","NHP2"
"MRPS6",2.04387766101209e-65,0.31790218222981,0.354,0.145,3.34419262894798e-61,"7","MRPS6"
"LSM2",2.09543430421035e-65,0.353699142969667,0.348,0.153,3.42854960854898e-61,"7","LSM2"
"NDUFB11.1",5.92096032758861e-65,0.4797909415391,0.521,0.321,9.68787528800049e-61,"7","NDUFB11"
"STIP1",2.11901620180877e-64,0.288094200009619,0.207,0.066,3.46713430939951e-60,"7","STIP1"
"EIF4G2",2.5051868079128e-64,0.56182213115146,0.394,0.244,4.09898665510693e-60,"7","EIF4G2"
"POLR2J",4.52383960559349e-64,0.394949726178185,0.353,0.166,7.40190636267208e-60,"7","POLR2J"
"SDHB",6.16979582219492e-64,0.317496814988399,0.261,0.096,1.00950199242753e-59,"7","SDHB"
"NDUFA11.1",9.00160335615299e-64,0.469122179509426,0.528,0.309,1.47284234113375e-59,"7","NDUFA11"
"BZW1",9.11963389838071e-64,0.479355599449077,0.34,0.163,1.49215449845305e-59,"7","BZW1"
"PSMA6",9.59047743274908e-64,0.278276281600026,0.325,0.135,1.5691939175464e-59,"7","PSMA6"
"NDUFA1.1",1.63598494837149e-63,0.519870937469527,0.61,0.399,2.67679857252543e-59,"7","NDUFA1"
"TXNL4A",1.67440378084905e-63,0.336315980387901,0.214,0.074,2.73965946622521e-59,"7","TXNL4A"
"SUPT16H",1.73001426790483e-63,0.28195203849266,0.211,0.062,2.83064934514589e-59,"7","SUPT16H"
"ANAPC15",2.17201380572762e-63,0.257154640311591,0.224,0.067,3.55384898893154e-59,"7","ANAPC15"
"MRPS15",2.1893313679023e-63,0.340018132011836,0.26,0.098,3.58218398416175e-59,"7","MRPS15"
"SNRNP40",3.51515517194893e-63,0.261163062576304,0.241,0.078,5.75149689234285e-59,"7","SNRNP40"
"ARPC5L",3.74704178823576e-63,0.39371248470365,0.367,0.178,6.13090977391134e-59,"7","ARPC5L"
"SAP18",3.74728027405387e-63,0.515790151335499,0.571,0.384,6.13129998440695e-59,"7","SAP18"
"VBP1",4.68140213962845e-63,0.282483213726622,0.285,0.103,7.65971018086007e-59,"7","VBP1"
"TIMM13",4.75567464907573e-63,0.475768894632329,0.256,0.12,7.78123486081771e-59,"7","TIMM13"
"AK2",8.07385092494186e-63,0.320931694520696,0.242,0.084,1.32104348833899e-58,"7","AK2"
"PMF1",8.93296845940155e-63,0.312605361864913,0.278,0.108,1.46161229932728e-58,"7","PMF1"
"PSMD4",1.56092431894349e-62,0.371871272914027,0.326,0.158,2.55398437065534e-58,"7","PSMD4"
"EXOSC8",1.63734912051579e-62,0.272689341225995,0.221,0.067,2.67903063098793e-58,"7","EXOSC8"
"UBE2D2",1.99713172035528e-62,0.430894795332062,0.507,0.298,3.26770692084531e-58,"7","UBE2D2"
"DDT",3.5228387467072e-62,0.417807806689109,0.321,0.148,5.76406875736232e-58,"7","DDT"
"THRAP3",4.25467868476475e-62,0.363799653159582,0.323,0.151,6.96150526401209e-58,"7","THRAP3"
"RBBP4",6.09538290151753e-62,0.315797193535497,0.306,0.12,9.97326550346299e-58,"7","RBBP4"
"POLR2K",7.25944875309969e-62,0.376966443878448,0.415,0.204,1.18779100498217e-57,"7","POLR2K"
"MAPRE1",1.20325581942971e-61,0.293342954797034,0.276,0.106,1.96876717175089e-57,"7","MAPRE1"
"TUBA1A",1.20763692650954e-61,1.02672007908016,0.228,0.104,1.97593553915491e-57,"7","TUBA1A"
"RFC1",1.24987695853908e-61,0.28025868968568,0.238,0.077,2.04504867956165e-57,"7","RFC1"
"RNASEH2C",1.4872172053474e-61,0.302396038808267,0.323,0.128,2.43338479138942e-57,"7","RNASEH2C"
"LYPLA1",1.53826379646214e-61,0.301483531003724,0.247,0.088,2.51690722377135e-57,"7","LYPLA1"
"PSIP1",1.57080544214938e-61,0.352566832550438,0.364,0.172,2.57015186444482e-57,"7","PSIP1"
"CCDC124",1.59225286364202e-61,0.404514750400848,0.206,0.081,2.60524413549107e-57,"7","CCDC124"
"TMEM14A",1.9353273320466e-61,0.318369843816835,0.218,0.078,3.16658258069464e-57,"7","TMEM14A"
"PDAP1",4.77557952980389e-61,0.389184444578472,0.281,0.127,7.81380322666513e-57,"7","PDAP1"
"WDR83OS",5.88489811439415e-61,0.363056821590568,0.303,0.189,9.62887029477171e-57,"7","WDR83OS"
"STOML2",6.27592542826698e-61,0.313990609422303,0.249,0.089,1.02686691857304e-56,"7","STOML2"
"ARPC4",7.12950386191419e-61,0.387371658129839,0.408,0.215,1.1665294218864e-56,"7","ARPC4"
"PPP2CA",8.67070787946205e-61,0.323964842427338,0.304,0.126,1.41870122323758e-56,"7","PPP2CA"
"GABARAP.1",1.71159788634927e-60,0.4407551639521,0.47,0.359,2.80051646164467e-56,"7","GABARAP"
"EWSR1",2.43060286079284e-60,0.336803058045783,0.321,0.142,3.97695240082925e-56,"7","EWSR1"
"PTBP1",2.64015953692127e-60,0.293144629391957,0.275,0.099,4.31982903431059e-56,"7","PTBP1"
"SRSF10",3.23512379216028e-60,0.374434421803704,0.392,0.189,5.29330954873266e-56,"7","SRSF10"
"RBM17",1.1551267481703e-59,0.311443145535225,0.297,0.118,1.89001838535624e-55,"7","RBM17"
"PSMD7",1.52497845157982e-59,0.353285300792806,0.294,0.122,2.49516974247491e-55,"7","PSMD7"
"BCAS4",1.58204058913637e-59,0.291448562701682,0.224,0.079,2.58853481194492e-55,"7","BCAS4"
"IMP4",1.8357545146926e-59,0.289939575304423,0.202,0.069,3.00366153694003e-55,"7","IMP4"
"PSMD3",2.10337257206747e-59,0.30809536696872,0.204,0.066,3.4415382024168e-55,"7","PSMD3"
"PIN1",2.68528186716452e-59,0.322272458048993,0.307,0.137,4.39365819105458e-55,"7","PIN1"
"MT1E",4.25454692829578e-59,0.561492710340124,0.268,0.164,6.96128968407755e-55,"7","MT1E"
"RTN4",5.60300275112473e-59,0.592671829360385,0.291,0.185,9.16763310139028e-55,"7","RTN4"
"SELENOH",6.41008305746754e-59,0.482889168854243,0.496,0.29,1.04881778986284e-54,"7","SELENOH"
"TOMM5",7.67035886296335e-59,0.333924225309521,0.345,0.18,1.25502411715806e-54,"7","TOMM5"
"DCXR",9.8857042952924e-59,0.297109430558046,0.298,0.113,1.61749893679574e-54,"7","DCXR"
"PSMD11",1.06477367938761e-58,0.300888505670982,0.238,0.085,1.74218269421401e-54,"7","PSMD11"
"ITGB1BP1",1.57348962741827e-58,0.299900352594475,0.275,0.104,2.57454372838177e-54,"7","ITGB1BP1"
"ARHGDIA",2.54228334418275e-58,0.494543756467509,0.385,0.224,4.15968400775181e-54,"7","ARHGDIA"
"COX5B.1",2.60302287293503e-58,0.511343890054246,0.638,0.474,4.2590660246963e-54,"7","COX5B"
"NDUFB7.1",5.18049865462984e-58,0.470098174700488,0.397,0.236,8.47633189870535e-54,"7","NDUFB7"
"PDIA6.1",6.69607759313792e-58,0.428578683947563,0.374,0.193,1.09561221578923e-53,"7","PDIA6"
"POLR2G",7.00992822261187e-58,0.33748691178219,0.373,0.177,1.14696445578375e-53,"7","POLR2G"
"ETFA",7.37323961775645e-58,0.291796477280303,0.251,0.098,1.20640946625731e-53,"7","ETFA"
"CDC123",8.97365244649615e-58,0.28589978316991,0.241,0.089,1.4682690132957e-53,"7","CDC123"
"BTG3",9.45031806415277e-58,0.266731274522622,0.24,0.078,1.54626104165668e-53,"7","BTG3"
"MRPL18",1.02362806218476e-57,0.325481892591903,0.255,0.111,1.6748602353467e-53,"7","MRPL18"
"SYNCRIP",2.17558246300204e-57,0.324181627542746,0.247,0.095,3.55968802596394e-53,"7","SYNCRIP"
"PSMD6",3.10725135584955e-57,0.286268764878709,0.215,0.081,5.08408466844103e-53,"7","PSMD6"
"MORF4L2.1",5.11619022942143e-57,0.37118458096558,0.235,0.117,8.37111045337934e-53,"7","MORF4L2"
"TMEM14B",5.70627578292154e-57,0.405995256136994,0.374,0.197,9.33660843601622e-53,"7","TMEM14B"
"FAM3C",5.89863570600345e-57,0.433367330149284,0.238,0.104,9.65134774216284e-53,"7","FAM3C"
"P4HB.1",6.06076491575044e-57,0.568854576900562,0.303,0.191,9.91662355515087e-53,"7","P4HB"
"EIF4E2",1.0986139706735e-56,0.332868314189028,0.222,0.085,1.79755217881599e-52,"7","EIF4E2"
"GHITM",1.11016895369222e-56,0.406482574011117,0.39,0.22,1.81645844203121e-52,"7","GHITM"
"NDUFS5",1.13163974137618e-56,0.642058003874879,0.605,0.453,1.8515889448397e-52,"7","NDUFS5"
"ALDOA",1.43131021933182e-56,0.430537248445858,0.682,0.494,2.34190978087073e-52,"7","ALDOA"
"CCT7",1.6233566006781e-56,0.335753404432607,0.29,0.131,2.65613607002951e-52,"7","CCT7"
"MRPS16",1.7965126271941e-56,0.285045293730392,0.244,0.089,2.93945396061499e-52,"7","MRPS16"
"ETFB",2.65411261609685e-56,0.322317222901526,0.338,0.147,4.34265906245766e-52,"7","ETFB"
"NOL7",2.78595116171225e-56,0.379518823697135,0.303,0.149,4.55837329079358e-52,"7","NOL7"
"ACP1",3.58908690309159e-56,0.375761288694944,0.331,0.159,5.87246399083847e-52,"7","ACP1"
"ATP5PO",3.84228510979987e-56,0.480745277053689,0.566,0.363,6.28674689665456e-52,"7","ATP5PO"
"PSMG2",3.84453118512754e-56,0.320239710066158,0.319,0.143,6.29042192510568e-52,"7","PSMG2"
"MMADHC",4.93251790749066e-56,0.311057189982586,0.262,0.114,8.07058580023622e-52,"7","MMADHC"
"AHSA1",7.07706634625663e-56,0.274196286076988,0.251,0.091,1.15794959557451e-51,"7","AHSA1"
"ZCRB1",7.75015021708e-56,0.314339757186882,0.286,0.116,1.26807957851863e-51,"7","ZCRB1"
"HINT1",9.37154599995197e-56,0.634277852383447,0.785,0.606,1.53337235651214e-51,"7","HINT1"
"VCP",9.56587309228918e-56,0.363724775216655,0.253,0.125,1.56516815536036e-51,"7","VCP"
"DCK",1.2053322673866e-55,0.309626514857693,0.332,0.157,1.97216465589795e-51,"7","DCK"
"LSM7",1.21744768589571e-55,0.451134291202518,0.479,0.285,1.99198790366256e-51,"7","LSM7"
"PSMB8",2.05529904607919e-55,0.383022609962707,0.483,0.28,3.36288029919478e-51,"7","PSMB8"
"COPS9",3.04313117293106e-55,0.427522611566093,0.435,0.272,4.9791712251498e-51,"7","COPS9"
"CD48.1",4.3819814243458e-55,-0.413744840671259,0.186,0.393,7.16979800651459e-51,"7","CD48"
"NDUFB10.1",5.85436417106889e-55,0.441444074497655,0.409,0.248,9.57891065670293e-51,"7","NDUFB10"
"MRPS12",1.42128954212357e-54,0.306276652739259,0.241,0.096,2.32551394882259e-50,"7","MRPS12"
"ZBTB8OS",1.5498001045909e-54,0.273332024781913,0.265,0.098,2.53578293113163e-50,"7","ZBTB8OS"
"CDC42",1.63685508188443e-54,0.537818220447779,0.506,0.353,2.67822228497931e-50,"7","CDC42"
"EIF2S1",1.92079617951115e-54,0.258984275124767,0.207,0.071,3.14280670891614e-50,"7","EIF2S1"
"MIS18BP1",2.17875894494251e-54,0.264478192484617,0.248,0.088,3.56488538571493e-50,"7","MIS18BP1"
"NDUFB9",2.29591144862967e-54,0.553732633692556,0.388,0.257,3.75657031224786e-50,"7","NDUFB9"
"UBE2K",2.3666428484029e-54,0.280502420235117,0.229,0.086,3.87230102855682e-50,"7","UBE2K"
"KPNB1",3.30202304131997e-54,0.345702237887833,0.303,0.133,5.40277010020773e-50,"7","KPNB1"
"EIF4H",3.80542443170931e-54,0.336150847814085,0.289,0.136,6.22643545516277e-50,"7","EIF4H"
"POLR2H",4.13029903657876e-54,0.27661776625056,0.202,0.067,6.75799528365017e-50,"7","POLR2H"
"TIMM17A",4.42438835576533e-54,0.285404666690419,0.223,0.082,7.23918422770323e-50,"7","TIMM17A"
"UBE2D3",6.64617541712669e-54,0.483725066294165,0.56,0.387,1.08744722175027e-49,"7","UBE2D3"
"TUFM",7.34906940226286e-54,0.386143625932862,0.362,0.187,1.20245473559825e-49,"7","TUFM"
"IMPDH2",8.72040662007749e-54,0.355283298774335,0.229,0.091,1.42683293117708e-49,"7","IMPDH2"
"NDUFV1",9.65300018561739e-54,0.284727219186148,0.249,0.097,1.57942389037072e-49,"7","NDUFV1"
"AP2M1",9.65305989973759e-54,0.382387047191388,0.354,0.19,1.57943366079506e-49,"7","AP2M1"
"FIBP",1.78688461263163e-53,0.271388404570767,0.248,0.089,2.92370060318787e-49,"7","FIBP"
"DNAJA1",1.91001519600266e-53,0.431309722351732,0.297,0.145,3.12516686369956e-49,"7","DNAJA1"
"TAF9",2.52895486421312e-53,0.271193417255967,0.248,0.096,4.13787594882551e-49,"7","TAF9"
"PPP2R1A",2.7071904821066e-53,0.347822327662857,0.249,0.117,4.42950506682282e-49,"7","PPP2R1A"
"COX20",3.43597975819485e-53,0.337997191333128,0.251,0.105,5.62195008035841e-49,"7","COX20"
"TMA7",3.47011163663803e-53,0.510028984377024,0.873,0.766,5.67779665986715e-49,"7","TMA7"
"PCBP1",4.32199109070245e-53,0.403042334813832,0.484,0.288,7.07164182260734e-49,"7","PCBP1"
"CHMP2A",8.76153163749544e-53,0.468116202029177,0.338,0.201,1.433561806527e-48,"7","CHMP2A"
"DECR1",1.59135262655021e-52,0.289033059169542,0.291,0.119,2.60377116756145e-48,"7","DECR1"
"UQCRC1",2.08337919373333e-52,0.295135934776929,0.25,0.096,3.40882503678647e-48,"7","UQCRC1"
"PTMS",2.53429495458766e-52,0.344274665949221,0.224,0.093,4.14661340469632e-48,"7","PTMS"
"PCMT1",2.78873127627541e-52,0.307180507258079,0.284,0.13,4.56292211424182e-48,"7","PCMT1"
"SNU13.1",2.97828085262144e-52,0.469131244523459,0.475,0.321,4.8730631310592e-48,"7","SNU13"
"SRI",3.38079624974631e-52,0.45929913009873,0.379,0.253,5.53165882383491e-48,"7","SRI"
"MRPS18C",3.99789552645304e-52,0.335769215912847,0.255,0.101,6.54135666038246e-48,"7","MRPS18C"
"EIF4E",4.07603034101986e-52,0.293014935528964,0.28,0.125,6.6692008439767e-48,"7","EIF4E"
"DCTN2",4.87876520902862e-52,0.310913598318526,0.226,0.091,7.98263563501263e-48,"7","DCTN2"
"FDFT1",7.60523628393926e-52,0.301424534799387,0.239,0.094,1.24436876077814e-47,"7","FDFT1"
"ITGAE",8.79953375513409e-52,0.269401663064268,0.274,0.11,1.43977971301504e-47,"7","ITGAE"
"BSG.1",1.16918895927186e-51,0.525733389735347,0.355,0.23,1.91302697516062e-47,"7","BSG"
"SNRPB2",1.34148520666083e-51,0.391789736156769,0.429,0.243,2.19493809513845e-47,"7","SNRPB2"
"POLR2E",1.49593361773789e-51,0.32414351289452,0.27,0.131,2.44764658534274e-47,"7","POLR2E"
"PSMC4",1.50643331713632e-51,0.303842755116232,0.233,0.097,2.46482619349844e-47,"7","PSMC4"
"TOP1",1.77013185655964e-51,0.301992766355089,0.265,0.109,2.89628974370288e-47,"7","TOP1"
"MRPS36",1.93891329030649e-51,0.305450747607157,0.283,0.12,3.17244992559947e-47,"7","MRPS36"
"SRA1",2.34350672585323e-51,0.279843619968744,0.202,0.07,3.83444570484106e-47,"7","SRA1"
"EIF3A",2.42308791731267e-51,0.357196114084638,0.306,0.145,3.964656450307e-47,"7","EIF3A"
"LBR",3.61391539567188e-51,0.259201460291238,0.237,0.09,5.91308837039832e-47,"7","LBR"
"GNB2",3.78791984134758e-51,0.357449750148032,0.268,0.14,6.19779444441291e-47,"7","GNB2"
"TPD52.1",4.76386627510048e-51,0.317483372040456,0.284,0.129,7.79463799931941e-47,"7","TPD52"
"SNF8",5.24668927420139e-51,0.279790112565166,0.227,0.084,8.58463299044832e-47,"7","SNF8"
"MCTS1",6.50126071902198e-51,0.287529928764407,0.297,0.128,1.06373627884638e-46,"7","MCTS1"
"MRPS34",7.14529866994944e-51,0.327781552164454,0.293,0.149,1.16911376837713e-46,"7","MRPS34"
"MRPL4",8.47310610649093e-51,0.271543718757317,0.205,0.073,1.38636962114405e-46,"7","MRPL4"
"COA3",1.11242436620767e-50,0.289950213089774,0.241,0.097,1.820148747989e-46,"7","COA3"
"YWHAZ",1.57369785709039e-50,0.543977284274065,0.448,0.296,2.5748844337713e-46,"7","YWHAZ"
"POLR2I",1.72364546252819e-50,0.392898924376237,0.305,0.147,2.82022870578863e-46,"7","POLR2I"
"PFDN2",1.73040846715226e-50,0.405664809554357,0.341,0.193,2.83129433395453e-46,"7","PFDN2"
"EMC6",2.05206786963363e-50,0.302611947131575,0.227,0.1,3.35759344829454e-46,"7","EMC6"
"NOP56",2.65603170571957e-50,0.308863167851512,0.249,0.108,4.34579907689837e-46,"7","NOP56"
"PHB2",2.77655568831507e-50,0.321374728426173,0.264,0.118,4.54300041722112e-46,"7","PHB2"
"SF3B2",3.29644300808691e-50,0.330009749728706,0.308,0.152,5.3936400498318e-46,"7","SF3B2"
"CD37.1",4.11587470142195e-50,-0.540241301798521,0.329,0.529,6.7343941864666e-46,"7","CD37"
"EEF1E1",4.15950973189277e-50,0.250051329102429,0.211,0.074,6.80578982332295e-46,"7","EEF1E1"
"MORF4L1",4.54540676482369e-50,0.495934915046757,0.499,0.344,7.43719454860451e-46,"7","MORF4L1"
"SARAF.1",7.19304233239401e-50,-0.425924383432879,0.359,0.575,1.17692558642631e-45,"7","SARAF"
"ABRACL",1.04125185440815e-49,0.405016017364117,0.445,0.274,1.70369628418262e-45,"7","ABRACL"
"LSM8",1.12861446863809e-49,0.35193961877542,0.451,0.253,1.84663899358564e-45,"7","LSM8"
"SERPINB1",1.4931633108254e-49,0.598498001057661,0.252,0.151,2.44311380917252e-45,"7","SERPINB1"
"MRPL11",1.7130014096558e-49,0.264350710129285,0.252,0.098,2.80281290647882e-45,"7","MRPL11"
"CKLF",2.15492442314661e-49,0.462281712622536,0.469,0.286,3.52588734115248e-45,"7","CKLF"
"TMEM258.1",3.55995959266554e-49,0.48449072455023,0.571,0.389,5.82480588551936e-45,"7","TMEM258"
"CNIH4",4.61026555323153e-49,0.287480356206327,0.2,0.079,7.54331649819743e-45,"7","CNIH4"
"SRRM1",5.99617103541736e-49,0.359421766453652,0.426,0.234,9.81093504814989e-45,"7","SRRM1"
"GNAI2",8.51275976208083e-49,0.310129519710736,0.271,0.117,1.39285775227167e-44,"7","GNAI2"
"ANXA11",8.85715751921094e-49,0.430044583873618,0.288,0.18,1.44920811329329e-44,"7","ANXA11"
"ATG3",1.0982220363973e-48,0.266124276297787,0.235,0.088,1.79691089595326e-44,"7","ATG3"
"TCL1A",1.46315295988976e-48,0.650796926901001,0.208,0.085,2.39401087297162e-44,"7","TCL1A"
"C2CD3.1",1.78373012207409e-48,-0.482964214124086,0.509,0.685,2.91853922573762e-44,"7","C2CD3"
"SLC25A39",2.58541847089948e-48,0.323933532750369,0.208,0.089,4.23026170208573e-44,"7","SLC25A39"
"HP1BP3",3.02863854948171e-48,0.3070184552433,0.314,0.145,4.95545839466198e-44,"7","HP1BP3"
"TOMM22",3.53003328254882e-48,0.315624104958765,0.321,0.155,5.77584045690638e-44,"7","TOMM22"
"SNRPD2",4.01269309303231e-48,0.460310020510864,0.729,0.558,6.56556843881947e-44,"7","SNRPD2"
"NAA50",4.25935747542327e-48,0.252669426155612,0.231,0.092,6.96916070128755e-44,"7","NAA50"
"LAMTOR1",4.8279312439525e-48,0.390541348146104,0.3,0.186,7.89946110135509e-44,"7","LAMTOR1"
"TMEM14C",6.35551662311476e-48,0.34535160481471,0.289,0.145,1.03988962987404e-43,"7","TMEM14C"
"NDUFB8",6.46440892337929e-48,0.389451500749125,0.457,0.278,1.05770658804332e-43,"7","NDUFB8"
"PSMD13",7.81300535526139e-48,0.293792638639,0.25,0.128,1.27836393622787e-43,"7","PSMD13"
"PSMC2",9.24943458260703e-48,0.268278147633404,0.224,0.088,1.51339248640616e-43,"7","PSMC2"
"NAP1L1.1",1.17012778060045e-47,0.46580738140038,0.666,0.513,1.91456307461846e-43,"7","NAP1L1"
"HSPA8",1.37767412334819e-47,0.576510282649093,0.581,0.446,2.2541504006223e-43,"7","HSPA8"
"FUS",1.60969501505827e-47,0.372167000131188,0.335,0.17,2.63378298363835e-43,"7","FUS"
"MRPL20",1.61864033287369e-47,0.408261501194673,0.373,0.212,2.64841931264793e-43,"7","MRPL20"
"MYL12A.1",2.11173477210259e-47,0.792922455202455,0.836,0.731,3.45522043411426e-43,"7","MYL12A"
"MRPL28",2.67238434126683e-47,0.258068059250929,0.212,0.084,4.37255525918079e-43,"7","MRPL28"
"MCRIP1",7.27476769705295e-47,0.291254420408726,0.225,0.101,1.1902974905918e-42,"7","MCRIP1"
"ATP5PD",1.08546084672358e-46,0.405474033982398,0.394,0.237,1.77603103740913e-42,"7","ATP5PD"
"DBNL",1.16402872229128e-46,0.287559625083982,0.312,0.146,1.904583795413e-42,"7","DBNL"
