"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ITM2B",7.51995098885107e-119,-0.25218651060272,0.595,0.71,1.23041438079581e-114,"2","ITM2B"
"EIF3F.2",6.09343302190974e-114,0.271560623925537,0.532,0.395,9.97007511044871e-110,"2","EIF3F"
"UQCRH.3",1.44043514572191e-105,0.263690685426104,0.576,0.44,2.3568399854302e-101,"2","UQCRH"
"NPC2.1",1.07048010138178e-103,0.265359566222489,0.347,0.218,1.75151954188087e-99,"2","NPC2"
"CD69.5",1.1702227510165e-96,-0.32886941405734,0.27,0.395,1.9147184652132e-92,"2","CD69"
"GUK1.2",5.71215155775987e-84,-0.256280586151346,0.296,0.415,9.3462223788067e-80,"2","GUK1"
"NDUFS5.1",1.14028853864569e-81,-0.251558865319164,0.369,0.482,1.86574010693208e-77,"2","NDUFS5"
"SUB1.1",6.2353887975263e-80,-0.253452266833456,0.439,0.54,1.02023431505125e-75,"2","SUB1"
"CD63.1",1.20058323804561e-77,-0.336622631461386,0.345,0.449,1.96439429409023e-73,"2","CD63"
"IL7R.5",0,0.894370643404679,0.722,0.297,0,"0_1","IL7R"
"LDHB.3",0,0.893885892580179,0.774,0.385,0,"0_1","LDHB"
"SARAF.4",0,0.676783606716547,0.804,0.537,0,"0_1","SARAF"
"PABPC1.5",0,0.635804169579819,0.84,0.601,0,"0_1","PABPC1"
"EEF1B2.4",0,0.631303267578913,0.91,0.694,0,"0_1","EEF1B2"
"EIF3E.5",0,0.610353922696752,0.802,0.517,0,"0_1","EIF3E"
"EEF1D.1",0,0.59959666511138,0.951,0.827,0,"0_1","EEF1D"
"GIMAP7.4",0,0.580860010694125,0.549,0.245,0,"0_1","GIMAP7"
"LEF1",0,0.355166931424885,0.246,0.027,0,"0_1","LEF1"
"CD79A.6",0,-0.877347486394237,0.033,0.278,0,"0_1","CD79A"
"HLA-DPA1.5",0,-1.03820212503245,0.202,0.492,0,"0_1","HLA-DPA1"
"HLA-DPB1.5",0,-1.04432385393051,0.21,0.506,0,"0_1","HLA-DPB1"
"HLA-DRA.4",0,-1.88853964046051,0.343,0.58,0,"0_1","HLA-DRA"
"CD74.4",0,-1.97082684498085,0.699,0.836,0,"0_1","CD74"
"CCR7",8.72008001659693e-308,0.484107689891792,0.351,0.108,1.42677949231559e-303,"0_1","CCR7"
"HLA-DRB1.5",1.93825369735524e-302,-0.843538670451633,0.123,0.391,3.17137069961264e-298,"0_1","HLA-DRB1"
"GIMAP4.2",4.53536989402104e-299,0.505377258921704,0.482,0.201,7.42077222059722e-295,"0_1","GIMAP4"
"FYB1.2",2.02408422650644e-296,0.532883675765077,0.523,0.237,3.31180661140984e-292,"0_1","FYB1"
"MS4A1.6",2.90134903834329e-292,-0.811498075930082,0.04,0.262,4.7471872965373e-288,"0_1","MS4A1"
"NKG7.6",6.55028457148328e-291,-1.10190606888884,0.099,0.35,1.07175756158609e-286,"0_1","NKG7"
"CD3D.5",2.55309312925437e-286,0.415680343348091,0.767,0.459,4.177370978086e-282,"0_1","CD3D"
"FXYD5.1",3.27978865259703e-282,0.562823880530614,0.737,0.471,5.36639019337926e-278,"0_1","FXYD5"
"CCL4.7",3.64331957202964e-270,-1.19759694727958,0.124,0.382,5.96119948375489e-266,"0_1","CCL4"
"TOMM7.4",6.16675433819229e-260,0.549417665618562,0.88,0.695,1.00900434481502e-255,"0_1","TOMM7"
"EEF1G.1",1.50060290970406e-253,0.608949083798667,0.729,0.621,2.45528648085779e-249,"0_1","EEF1G"
"CCL5.7",5.1924641146187e-253,-0.987473467941689,0.521,0.677,8.49590978433912e-249,"0_1","CCL5"
"PIK3IP1.3",1.76348345292441e-237,0.467812234578627,0.562,0.306,2.88541162567492e-233,"0_1","PIK3IP1"
"NOP53.6",1.86091718211543e-226,0.516790321616213,0.789,0.571,3.04483269337727e-222,"0_1","NOP53"
"EEF2.3",2.76048237295643e-207,0.476883195022931,0.829,0.618,4.51670125863132e-203,"0_1","EEF2"
"GZMA.6",2.85872685248326e-206,-0.74206312120995,0.118,0.333,4.67744887603311e-202,"0_1","GZMA"
"CD3E.5",1.16522699477054e-204,0.380261843117032,0.571,0.311,1.90654440884356e-200,"0_1","CD3E"
"HLA-DQB1.4",1.55199687829867e-202,-0.514756178475774,0.056,0.242,2.53937729227228e-198,"0_1","HLA-DQB1"
"HLA-DMA.4",9.78993634747292e-200,-0.428644395270104,0.06,0.248,1.60182938517352e-195,"0_1","HLA-DMA"
"GZMH.3",5.40608486794978e-199,-0.574867295854169,0.036,0.21,8.84543606093943e-195,"0_1","GZMH"
"SELL.2",7.77023408424593e-191,0.466652966322955,0.352,0.159,1.27136570086432e-186,"0_1","SELL"
"TCF7",1.173036073668e-190,0.265993000735823,0.218,0.06,1.91932162373558e-186,"0_1","TCF7"
"TMEM123",1.9790197407731e-182,0.365337861069031,0.429,0.208,3.23807209985295e-178,"0_1","TMEM123"
"IFITM1.4",2.44263191088897e-176,0.533018821710152,0.618,0.41,3.99663433259654e-172,"0_1","IFITM1"
"LTB.6",7.15824821480862e-169,0.318915336202897,0.682,0.442,1.17123257290699e-164,"0_1","LTB"
"CD79B.5",1.77661150500064e-161,-0.493802082182129,0.089,0.243,2.90689174448205e-157,"0_1","CD79B"
"LEPROTL1.3",3.86950945402538e-158,0.354499635602455,0.477,0.26,6.33129136867633e-154,"0_1","LEPROTL1"
"TXNIP.4",8.27908798635136e-151,0.456801066195598,0.891,0.776,1.35462437632681e-146,"0_1","TXNIP"
"COMMD6.3",3.75551996989592e-147,0.39057025541368,0.786,0.608,6.1447817747437e-143,"0_1","COMMD6"
"NPM1.5",3.6270389257862e-145,0.380476706242406,0.854,0.702,5.93456109037138e-141,"0_1","NPM1"
"BTF3.2",3.08351013688594e-144,0.383340045928023,0.883,0.757,5.04523928597278e-140,"0_1","BTF3"
"CST7.6",2.45671921762879e-132,-0.439246537215947,0.128,0.29,4.01968398388422e-128,"0_1","CST7"
"GPR183.1",8.45859560307964e-130,0.318701840417123,0.387,0.201,1.38399541257589e-125,"0_1","GPR183"
"VSIR",4.938655636159e-129,0.259301470662373,0.286,0.128,8.08062835188335e-125,"0_1","VSIR"
"KLRB1.6",8.9001615349082e-127,0.563967303968271,0.434,0.245,1.45624443034168e-122,"0_1","KLRB1"
"NOSIP",2.29689544562265e-126,0.278572684437272,0.27,0.12,3.75818032812778e-122,"0_1","NOSIP"
"EIF3L.4",1.23216249729338e-121,0.338904546782955,0.522,0.326,2.01606427807143e-117,"0_1","EIF3L"
"CCNI.2",7.26705510331032e-115,0.329777602557555,0.636,0.448,1.18903555600363e-110,"0_1","CCNI"
"EIF3H.3",5.73075405077504e-106,0.311623062774321,0.589,0.407,9.37665977787812e-102,"0_1","EIF3H"
"CD8A.4",1.37598098390884e-102,-0.313694350782161,0.079,0.215,2.25138008587165e-98,"0_1","CD8A"
"HSPA8.2",1.91875047977808e-102,0.309872433800068,0.609,0.43,3.1394595350129e-98,"0_1","HSPA8"
"NAP1L1.5",3.99942101355795e-99,0.305834709450113,0.675,0.498,6.54385266238351e-95,"0_1","NAP1L1"
"HINT1.2",3.46042681717608e-97,0.324106737855726,0.749,0.595,5.66195035826351e-93,"0_1","HINT1"
"CD48.4",4.57164328012024e-96,0.305987556036399,0.532,0.368,7.48012273493274e-92,"0_1","CD48"
"GMFG.2",1.28910146404845e-92,0.285137576697568,0.645,0.478,2.10922781547608e-88,"0_1","GMFG"
"EIF3F.3",2.56518163148116e-85,0.290196623773487,0.566,0.406,4.19715018542947e-81,"0_1","EIF3F"
"SNHG32.2",4.84339810544859e-82,0.262977352675462,0.456,0.299,7.92476798013499e-78,"0_1","SNHG32"
"EIF3K.2",5.40932048272289e-81,0.277842755259684,0.601,0.444,8.85073017383119e-77,"0_1","EIF3K"
"HERPUD1.1",5.09292621309268e-79,-0.427593461875453,0.185,0.31,8.33304586986224e-75,"0_1","HERPUD1"
"COX4I1.2",1.48406756983928e-77,0.256906619676876,0.837,0.718,2.42823135777102e-73,"0_1","COX4I1"
"ID2.4",1.2978880397778e-70,-0.409932767674597,0.215,0.335,2.12360441068443e-66,"0_1","ID2"
"ACTG1.1",0,1.57309880587755,0.973,0.766,0,"8","ACTG1"
"CD79B.6",1.62691555591717e-294,1.65436592499422,0.8,0.217,2.66195923259167e-290,"8","CD79B"
"SMIM14.3",4.78165699311249e-278,1.61626067250202,0.755,0.153,7.82374717213066e-274,"8","SMIM14"
"BASP1.1",3.6116554264888e-272,1.08394772795002,0.618,0.049,5.90939060882097e-268,"8","BASP1"
"MARCKSL1.2",9.51044621376058e-265,1.619116165495,0.724,0.145,1.55609920949551e-260,"8","MARCKSL1"
"LIMD2.2",6.73837413328655e-258,1.21856767255234,0.849,0.345,1.10253277568835e-253,"8","LIMD2"
"TCL1A.2",2.65037696320875e-243,1.5859065669149,0.677,0.08,4.33654678720216e-239,"8","TCL1A"
"HLA-DRA.5",1.24122948625954e-235,1.78819949975234,0.982,0.547,2.03089968541786e-231,"8","HLA-DRA"
"UCP2.4",2.18916447414146e-233,1.20433486006246,0.787,0.271,3.58191091259026e-229,"8","UCP2"
"MEF2B",2.44671346799847e-229,0.771057693048274,0.405,0.015,4.00331257633909e-225,"8","MEF2B"
"RGS13",2.05934506889435e-227,0.976804786803422,0.438,0.017,3.36950040172493e-223,"8","RGS13"
"CD79A.7",1.8488287359864e-226,1.63348884613029,0.834,0.242,3.02505357782095e-222,"8","CD79A"
"CORO1A.3",9.77257785559782e-220,1.17452071598053,0.888,0.589,1.59898918873291e-215,"8","CORO1A"
"ATP5MG.1",5.01256406625112e-219,1.32451149016795,0.953,0.712,8.20155732520007e-215,"8","ATP5MG"
"MS4A1.7",4.21664391567703e-214,1.60467083703888,0.83,0.228,6.89927277483076e-210,"8","MS4A1"
"ARPC2.3",6.80777096454781e-206,1.15363778238823,0.912,0.54,1.11388748521931e-201,"8","ARPC2"
"IRF8.1",3.66330414381904e-195,0.948220764325637,0.644,0.096,5.99389824011671e-191,"8","IRF8"
"CD74.5",7.35809358180005e-195,1.59999478973635,0.988,0.818,1.20393127185412e-190,"8","CD74"
"BCAS4.1",1.09388729998154e-192,0.817313886302859,0.56,0.076,1.7898184002298e-188,"8","BCAS4"
"SLC25A5.1",1.18451426890804e-191,1.12370481626662,0.81,0.265,1.93810224678734e-187,"8","SLC25A5"
"SERPINA9",5.64233651902125e-191,0.484901447202098,0.28,0.003,9.23199101242257e-187,"8","SERPINA9"
"HLA-DMB.1",4.63866073998967e-183,1.00498994023132,0.667,0.135,7.58977670277109e-179,"8","HLA-DMB"
"TXNIP.5",4.38033295630969e-179,-1.67458617274373,0.217,0.797,7.16710078311391e-175,"8","TXNIP"
"SUGCT",1.92051671639636e-175,0.576546826368046,0.301,0.007,3.14234945136772e-171,"8","SUGCT"
"HLA-DMA.5",2.33889443321378e-173,1.03624782330973,0.777,0.219,3.82689907162439e-169,"8","HLA-DMA"
"CD22",2.10714900272184e-172,0.712764807366834,0.485,0.047,3.44771719825348e-168,"8","CD22"
"HMGN1.3",1.92237867930568e-166,1.10268657541414,0.838,0.438,3.14539599507995e-162,"8","HMGN1"
"ARPC3.4",2.79471752518866e-165,0.993978015828013,0.92,0.586,4.57271681471369e-161,"8","ARPC3"
"PARP1.1",1.36221603405063e-159,0.855876915253857,0.638,0.163,2.22885787491364e-155,"8","PARP1"
"RFTN1",1.33648954625844e-158,0.610815616722886,0.444,0.043,2.18676419558806e-154,"8","RFTN1"
"HLA-DPA1.6",1.72835085333936e-153,1.20170299589433,0.912,0.453,2.82792766623387e-149,"8","HLA-DPA1"
"CD40",5.21682549563162e-146,0.663738508143597,0.479,0.06,8.53576987595245e-142,"8","CD40"
"LMO2",3.46523690071921e-145,0.453057407481626,0.282,0.01,5.66982061695677e-141,"8","LMO2"
"HMGA1.1",4.04254893302472e-145,0.835809248977625,0.628,0.126,6.61441856421505e-141,"8","HMGA1"
"LAPTM5.4",9.96665815132867e-145,1.00098889648769,0.871,0.558,1.6307446067204e-140,"8","LAPTM5"
"FCRLA.1",2.49292677231817e-143,0.756418716873286,0.503,0.074,4.07892678486699e-139,"8","FCRLA"
"POU2AF1.1",4.06164255160072e-143,0.655874574373921,0.489,0.064,6.6456595429291e-139,"8","POU2AF1"
"CD19.1",6.97642030588905e-143,0.71040068310297,0.513,0.075,1.14148189044957e-138,"8","CD19"
"IL32.5",3.97019658282685e-141,-1.8908606724493,0.098,0.634,6.4960356488213e-137,"8","IL32"
"HLA-A",7.36592808784238e-139,-1.17730208665832,0.769,0.957,1.20521315373277e-134,"8","HLA-A"
"ACY3",1.0471032160942e-138,0.416937478153521,0.27,0.009,1.71327028217333e-134,"8","ACY3"
"EAF2",3.77727595685445e-138,0.55054453570324,0.413,0.04,6.18037892060525e-134,"8","EAF2"
"ARPC1B.5",9.58594268410113e-137,0.919024959290708,0.849,0.396,1.56845194197263e-132,"8","ARPC1B"
"CFL1.2",3.57146757161374e-136,0.934061130179244,0.959,0.769,5.8436352406744e-132,"8","CFL1"
"HMCES.1",4.24147123938945e-129,0.62280593707787,0.407,0.053,6.93989524188901e-125,"8","HMCES"
"OAZ1.3",3.9065420960247e-128,0.894512025987242,0.959,0.764,6.39188417751561e-124,"8","OAZ1"
"UBE2J1.2",1.5240991956361e-127,0.714426239696981,0.487,0.082,2.49373110389978e-123,"8","UBE2J1"
"HLA-DPB1.6",3.17005275172585e-127,1.10221696364416,0.914,0.466,5.18684031237383e-123,"8","HLA-DPB1"
"AICDA",2.91606939958711e-125,0.32809674886779,0.202,0.003,4.77127275160444e-121,"8","AICDA"
"NEIL1",3.78689525070374e-125,0.401840170759783,0.282,0.014,6.19611800920145e-121,"8","NEIL1"
"GGA2",1.00958067457689e-119,0.603037536207461,0.472,0.081,1.65187589974271e-115,"8","GGA2"
"SPI1",2.10838466186478e-117,0.471074784020039,0.358,0.035,3.44973898374315e-113,"8","SPI1"
"TPD52.2",9.63965486208083e-116,0.693609020054708,0.552,0.128,1.57724032853367e-111,"8","TPD52"
"MEF2C.1",1.31358247424388e-114,0.682442842390466,0.548,0.116,2.14928364435784e-110,"8","MEF2C"
"GAPDH.2",3.75088837737005e-114,0.877185977241052,0.973,0.818,6.13720356305288e-110,"8","GAPDH"
"BIK.1",6.23596818064911e-112,0.494337579665445,0.335,0.031,1.02032911371781e-107,"8","BIK"
"SPIB",1.15221930675002e-111,0.484403811356938,0.352,0.036,1.88526122970438e-107,"8","SPIB"
"CD3D.6",3.41338146411681e-110,-1.28232789576234,0.047,0.501,5.58497475158792e-106,"8","CD3D"
"SRSF9.1",3.7069088417416e-109,0.718950290249642,0.556,0.149,6.0652442468576e-105,"8","SRSF9"
"ACTR3.2",6.15838533434365e-109,0.760078784380327,0.746,0.306,1.00763500840531e-104,"8","ACTR3"
"PFN1.4",1.41109165917076e-108,0.863224249063077,0.975,0.814,2.3088281727352e-104,"8","PFN1"
"CD2.6",2.84639163027018e-108,-1.04473895724621,0.029,0.464,4.65726598544807e-104,"8","CD2"
"HLA-DQA1.2",7.6666242981198e-107,0.922851845530594,0.599,0.164,1.25441306765836e-102,"8","HLA-DQA1"
"VPREB3.2",1.52961163357731e-106,0.981943871446488,0.575,0.151,2.5027505548592e-102,"8","VPREB3"
"DAAM1",5.95976550960586e-106,0.5673212820276,0.364,0.045,9.75136832681711e-102,"8","DAAM1"
"LAT2",1.71389212967532e-105,0.512644123151042,0.391,0.055,2.80427030257475e-101,"8","LAT2"
"S100A4.5",5.23529436001515e-105,-1.38867939157646,0.2,0.664,8.56598863185679e-101,"8","S100A4"
"POLD4.2",2.26468511172043e-104,0.738184757006128,0.577,0.214,3.70547777979697e-100,"8","POLD4"
"CYB561A3",9.50736116708705e-104,0.557892410531135,0.464,0.09,1.55559443415878e-99,"8","CYB561A3"
"GCSAM",9.19196548459812e-103,0.365646202105646,0.256,0.016,1.50398939258994e-98,"8","GCSAM"
"TKT.1",1.61696274973125e-102,0.641373411627606,0.499,0.111,2.64567445111028e-98,"8","TKT"
"POU2F2.1",1.76189738224144e-102,0.611805777735192,0.462,0.09,2.88281649682345e-98,"8","POU2F2"
"CD180",3.11863538164809e-101,0.383820867336299,0.294,0.025,5.1027112114526e-97,"8","CD180"
"HLA-DOB.1",3.1194393242175e-101,0.563689405359486,0.436,0.077,5.10402662228467e-97,"8","HLA-DOB"
"ZFP36L2.4",5.33086099789191e-97,-1.14579469432771,0.229,0.661,8.72235476475074e-93,"8","ZFP36L2"
"COTL1.3",5.62439715434006e-96,0.835391396593041,0.761,0.363,9.2026386239312e-92,"8","COTL1"
"DEF8",2.26550207476254e-95,0.433907617916361,0.339,0.042,3.70681449472646e-91,"8","DEF8"
"P2RX5",2.35264527813686e-95,0.494705892130357,0.401,0.066,3.84939820408752e-91,"8","P2RX5"
"TCEA1.1",4.71905689964138e-95,0.693836311993571,0.581,0.203,7.72132089919322e-91,"8","TCEA1"
"PRDX1.2",7.88565554315784e-95,0.809568682539713,0.726,0.307,1.29025095997149e-90,"8","PRDX1"
"OGG1",2.06411445799435e-93,0.42594874853667,0.286,0.031,3.37730407617036e-89,"8","OGG1"
"GMDS",2.18746554432083e-93,0.495168184606526,0.272,0.034,3.57913112361774e-89,"8","GMDS"
"S100A6.2",2.68189053078921e-93,-1.13610456334179,0.479,0.86,4.3881092864773e-89,"8","S100A6"
"SYPL1.2",7.51123716999667e-91,0.655221904597219,0.538,0.163,1.22898862575486e-86,"8","SYPL1"
"SMARCB1.2",4.64133170851766e-90,0.539519947318568,0.45,0.096,7.5941469414766e-86,"8","SMARCB1"
"SWAP70",6.99050020750928e-90,0.463927103335317,0.37,0.058,1.14378564395267e-85,"8","SWAP70"
"GDI2.1",1.78479841062794e-88,0.637307419708109,0.64,0.23,2.92028715946943e-84,"8","GDI2"
"HLA-DRB1.6",9.45838222115474e-88,0.964350788121159,0.759,0.355,1.54758049902534e-83,"8","HLA-DRB1"
"MBD4",5.7110037243639e-87,0.578948049787539,0.505,0.134,9.34434429380422e-83,"8","MBD4"
"EZR.1",1.86113226595693e-86,0.747346485296007,0.613,0.242,3.04518461355873e-82,"8","EZR"
"SRGN.7",5.12816367040139e-86,-1.27331781097462,0.307,0.675,8.39070139751075e-82,"8","SRGN"
"CTSH.1",1.02593836351592e-85,0.605882050346952,0.497,0.127,1.67864035038475e-81,"8","CTSH"
"HNRNPA1.3",1.19048161947921e-85,0.782116205612268,0.961,0.824,1.94786602579189e-81,"8","HNRNPA1"
"VNN2",2.81827055106625e-84,0.373355631626635,0.276,0.029,4.6112542756546e-80,"8","VNN2"
"RRAS2",7.17887206910015e-84,0.408732500075867,0.323,0.045,1.17460704794617e-79,"8","RRAS2"
"MTMR14",1.86609527791729e-83,0.43219723818832,0.331,0.055,3.05330509372827e-79,"8","MTMR14"
"LTB.7",3.88251528840194e-82,1.06494968801233,0.789,0.464,6.35257151488325e-78,"8","LTB"
"CD72",4.23733708677835e-82,0.425474473724998,0.292,0.036,6.93313094138674e-78,"8","CD72"
"BLK.1",4.73307706989608e-82,0.440154720205567,0.362,0.062,7.74426070176396e-78,"8","BLK"
"HLA-C.1",1.11784047859769e-81,-0.891442493781299,0.818,0.921,1.82901059108155e-77,"8","HLA-C"
"GRHPR.1",2.44280944880686e-81,0.46722443460999,0.384,0.074,3.99692482013779e-77,"8","GRHPR"
"DBNL.1",4.80283280484617e-81,0.53216812448608,0.515,0.147,7.85839503528931e-77,"8","DBNL"
"JCHAIN.2",6.02661661704281e-80,-0.68701873531575,0.532,0.158,9.86075010880545e-76,"8","JCHAIN"
"BCL7A",2.51582666055307e-79,0.299133991283676,0.215,0.015,4.11639558199693e-75,"8","BCL7A"
"HMGN2.2",5.45117133001192e-78,0.893500491686464,0.748,0.416,8.9192065301655e-74,"8","HMGN2"
"TNFRSF13C.1",8.14889772245229e-78,0.434336513336454,0.376,0.073,1.33332264534764e-73,"8","TNFRSF13C"
"STAP1",1.20530310409925e-77,0.329095551382657,0.28,0.035,1.97211693892719e-73,"8","STAP1"
"LY86.1",1.50422584899263e-77,0.473202598770289,0.409,0.088,2.46121433412173e-73,"8","LY86"
"BTG1.2",2.18680539617166e-77,-0.942216901161345,0.789,0.896,3.57805098921606e-73,"8","BTG1"
"NCF1.1",2.63695786538513e-77,0.620815874386846,0.575,0.207,4.31459045934315e-73,"8","NCF1"
"SNX29",2.10569024343153e-76,0.373807510472535,0.294,0.041,3.44533037630267e-72,"8","SNX29"
"HVCN1.1",2.52051074316128e-76,0.381102620637816,0.354,0.066,4.12405967796048e-72,"8","HVCN1"
"METAP2.1",3.88157356075558e-76,0.570602847401732,0.438,0.115,6.35103066010828e-72,"8","METAP2"
"PRDX6.1",4.47256197807889e-75,0.650518123621911,0.577,0.231,7.31800590853268e-71,"8","PRDX6"
"CCDC88A",2.01001824541749e-74,0.353033591696744,0.264,0.031,3.2887918531521e-70,"8","CCDC88A"
"PTPRCAP.4",2.99411328361794e-74,0.498836995457598,0.687,0.508,4.89896815465567e-70,"8","PTPRCAP"
"CD3E.6",4.32260216972611e-74,-0.656274723957625,0.018,0.345,7.07264167010586e-70,"8","CD3E"
"HCLS1",3.62003798235805e-73,0.52979529014409,0.546,0.188,5.92310614673424e-69,"8","HCLS1"
"ISG20.1",4.39116595517989e-73,0.750858501171472,0.673,0.435,7.18482573586534e-69,"8","ISG20"
"EIF1AY",4.97649740797042e-73,0.47517798065474,0.362,0.072,8.14254505892121e-69,"8","EIF1AY"
"HLA-DQB1.5",1.85556536600742e-72,0.782713610390724,0.591,0.215,3.03607605186134e-68,"8","HLA-DQB1"
"ZCCHC7",5.6602341370064e-72,0.406002406003292,0.344,0.065,9.26127509496987e-68,"8","ZCCHC7"
"BTF3.3",3.16497478541665e-71,0.662661489264912,0.93,0.769,5.17853174389872e-67,"8","BTF3"
"CD37.6",3.3459683041101e-71,0.762705384993385,0.824,0.517,5.47467333918495e-67,"8","CD37"
"SMIM20",5.28513658575582e-71,0.409994889579194,0.36,0.073,8.64754048161367e-67,"8","SMIM20"
"STX7.1",6.43711024494395e-71,0.449832565865217,0.405,0.095,1.05323997827773e-66,"8","STX7"
"IFITM2.2",8.01122727770501e-71,-0.972716990662579,0.297,0.667,1.31079700717809e-66,"8","IFITM2"
"ITM2B.1",8.83174804275078e-71,-0.774337392409599,0.313,0.691,1.44505061475488e-66,"8","ITM2B"
"SEL1L3.1",2.47553357481763e-70,0.450216213555745,0.405,0.096,4.0504680351166e-66,"8","SEL1L3"
"LYPLAL1",4.87600488210101e-70,0.388922520820211,0.307,0.051,7.97811918809366e-66,"8","LYPLAL1"
"PLCG2",7.02841654507079e-70,0.356860325236474,0.307,0.051,1.14998951510448e-65,"8","PLCG2"
"CD38.1",2.65960627489995e-69,0.312177209850433,0.274,0.041,4.3516477869913e-65,"8","CD38"
"PPP1CC.1",3.94638521405141e-69,0.540218278526806,0.524,0.18,6.45707548723091e-65,"8","PPP1CC"
"SCIMP",7.54610959496342e-69,0.326977805123078,0.268,0.037,1.23469445192792e-64,"8","SCIMP"
"PABPC1.6",1.27882461600414e-68,0.646507590217563,0.912,0.624,2.09241283670598e-64,"8","PABPC1"
"CCT8.1",1.52850812354405e-68,0.463971481561575,0.532,0.175,2.50094499174278e-64,"8","CCT8"
"IL7R.6",2.05561481243451e-68,-0.963359796655315,0.031,0.349,3.36339695610535e-64,"8","IL7R"
"PTPN6",2.74613104958342e-68,0.528405059512219,0.452,0.141,4.49321962332839e-64,"8","PTPN6"
"ZNF581",1.09445877477285e-67,0.378077596687854,0.315,0.057,1.79075344728334e-63,"8","ZNF581"
"LYN",1.18489278619706e-67,0.381376656789716,0.311,0.055,1.93872157677563e-63,"8","LYN"
"CSK",1.77195106954309e-67,0.444997899997354,0.403,0.103,2.8992663399864e-63,"8","CSK"
"SARAF.5",1.65378357968831e-66,-0.832666154781184,0.204,0.573,2.70592069308602e-62,"8","SARAF"
"CCL5.8",1.80484032244626e-66,-1.45065307711062,0.493,0.662,2.95307973558658e-62,"8","CCL5"
"CD86",5.86715657230398e-66,0.273978248645602,0.217,0.022,9.59984158360377e-62,"8","CD86"
"ARPC4.1",7.63785467778259e-64,0.508812516268203,0.566,0.216,1.24970578237879e-59,"8","ARPC4"
"PLEK",1.31547251369825e-63,0.367123293997091,0.276,0.045,2.15237612691308e-59,"8","PLEK"
"SYK",2.77197271071544e-63,0.320749013934202,0.243,0.033,4.53550174927261e-59,"8","SYK"
"LSM10",3.24913406885631e-63,0.47809403325337,0.421,0.135,5.31623316346269e-59,"8","LSM10"
"DBI.1",3.95188112517691e-63,0.639080179036748,0.671,0.328,6.46606789701446e-59,"8","DBI"
"BPNT1",1.60304713906653e-62,0.261481733729589,0.202,0.02,2.62290572894066e-58,"8","BPNT1"
"TSC22D3.3",1.86493188658137e-62,-0.98945387590638,0.36,0.672,3.05140155282444e-58,"8","TSC22D3"
"CCDC69",9.17148642957855e-62,0.390519001953507,0.362,0.086,1.50063860960764e-57,"8","CCDC69"
"UBE2N.1",2.61441002311452e-61,0.521130081104506,0.544,0.215,4.27769767981997e-57,"8","UBE2N"
"PPIA.1",3.12732180375359e-61,0.615127413065263,0.9,0.64,5.11692393530163e-57,"8","PPIA"
"YWHAB.1",6.55180661947362e-61,0.578622099562755,0.71,0.354,1.07200659907827e-56,"8","YWHAB"
"SIAH2",7.13121711987477e-61,0.341127089126894,0.28,0.049,1.16680974515391e-56,"8","SIAH2"
"SELENOT.1",1.0494572180738e-60,0.519559335264938,0.585,0.244,1.71712190021235e-56,"8","SELENOT"
"BLNK",1.21093265429794e-60,0.293535486120246,0.239,0.033,1.98132800896229e-56,"8","BLNK"
"ANP32B.1",2.04127992403034e-60,0.581541845628222,0.607,0.281,3.33994221169845e-56,"8","ANP32B"
"CD83",3.08013736549913e-60,0.49912435224644,0.284,0.055,5.03972075742967e-56,"8","CD83"
"PPP1CA.1",3.28811088996852e-60,0.515317970034138,0.661,0.301,5.38000703816649e-56,"8","PPP1CA"
"NPM1.6",1.21061686287756e-59,0.653710848113154,0.926,0.716,1.98081131104026e-55,"8","NPM1"
"CD7.5",2.77341935777422e-59,-0.753937676678546,0.045,0.345,4.53786875319018e-55,"8","CD7"
"SLC25A3.1",5.00472645238167e-59,0.538382550190897,0.667,0.313,8.1887334213869e-55,"8","SLC25A3"
"LYPLA1.1",9.8597464788869e-59,0.397720021658737,0.362,0.09,1.61325171887548e-54,"8","LYPLA1"
"CCL4.8",1.06188069508907e-58,-1.34449779610781,0.055,0.357,1.73744919330474e-54,"8","CCL4"
"BRK1.1",2.52995994495168e-58,0.550150676540447,0.701,0.359,4.13952046192994e-54,"8","BRK1"
"COX5A.2",4.28150454417658e-58,0.493739533237017,0.609,0.258,7.00539773518171e-54,"8","COX5A"
"BTK",6.41199134600369e-58,0.283958413643247,0.233,0.033,1.04913002403312e-53,"8","BTK"
"ATP5F1A.1",1.20125666692547e-57,0.513784440346047,0.597,0.257,1.96549615842345e-53,"8","ATP5F1A"
"IFITM1.5",1.71028838317737e-57,-0.818131994748444,0.108,0.438,2.79837385255482e-53,"8","IFITM1"
"LCP1.2",2.17936433148121e-57,0.544527837045139,0.599,0.272,3.56587591916956e-53,"8","LCP1"
"SNAP23",2.86238333731466e-57,0.411836686033951,0.395,0.111,4.68343161651425e-53,"8","SNAP23"
"BCL11A",3.79490640350972e-57,0.33836829600381,0.276,0.05,6.2092258574226e-53,"8","BCL11A"
"LAMTOR5.1",3.91136448858736e-57,0.510674443124748,0.622,0.276,6.39977457622665e-53,"8","LAMTOR5"
"SYNGR2.1",1.16974492476735e-56,0.512210607925082,0.464,0.156,1.91393664590433e-52,"8","SYNGR2"
"PLEKHF2",1.18573831790101e-56,0.352145764709042,0.307,0.066,1.94010503574962e-52,"8","PLEKHF2"
